timestamp,traffic_mb
2025-01-07 21:00:00,1638.88
2025-01-07 21:30:00,1375.57
2025-01-07 22:00:00,297.01
2025-01-07 22:30:00,294.47
2025-01-07 23:00:00,1293.53
2025-01-07 23:30:00,891.89
2025-01-08 00:00:00,20.04
2025-01-08 00:30:00,174.87
2025-01-08 01:00:00,162.37
2025-01-08 01:30:00,192.35
2025-01-08 02:00:00,11.82
2025-01-08 02:30:00,32.36
2025-01-08 03:00:00,55.34
2025-01-08 03:30:00,177.94
2025-01-08 04:00:00,184.61
2025-01-08 04:30:00,120.39
2025-01-08 05:00:00,151.58
2025-01-08 05:30:00,187.2
2025-01-08 06:00:00,200.0
2025-01-08 06:30:00,500.0
2025-01-08 07:00:00,800.0
2025-01-08 07:30:00,1100.0
2025-01-08 08:00:00,1400.0
2025-01-08 08:30:00,1700.0
2025-01-08 09:00:00,4250.91
2025-01-08 09:30:00,2193.37
2025-01-08 10:00:00,8151.44
2025-01-08 10:30:00,5342.86
2025-01-08 11:00:00,5888.41
2025-01-08 11:30:00,5985.6
2025-01-08 12:00:00,8353.54
2025-01-08 12:30:00,4360.89
2025-01-08 13:00:00,7624.21
2025-01-08 13:30:00,9918.59
2025-01-08 14:00:00,7741.8
2025-01-08 14:30:00,9510.98
2025-01-08 15:00:00,6687.62
2025-01-08 15:30:00,6440.46
2025-01-08 16:00:00,9148.96
2025-01-08 16:30:00,6685.93
2025-01-08 17:00:00,2000.0
2025-01-08 17:30:00,2000.0
2025-01-08 18:00:00,2000.0
2025-01-08 18:30:00,2000.0
2025-01-08 19:00:00,556.63
2025-01-08 19:30:00,1208.11
2025-01-08 20:00:00,1946.1
2025-01-08 20:30:00,1732.81
2025-01-08 21:00:00,396.62
2025-01-08 21:30:00,1863.22
2025-01-08 22:00:00,1791.96
2025-01-08 22:30:00,217.38
2025-01-08 23:00:00,1905.54
2025-01-08 23:30:00,1231.63
2025-01-09 00:00:00,147.18
2025-01-09 00:30:00,12.41
2025-01-09 01:00:00,170.25
2025-01-09 01:30:00,25.53
2025-01-09 02:00:00,100.86
2025-01-09 02:30:00,77.87
2025-01-09 03:00:00,199.53
2025-01-09 03:30:00,190.8
2025-01-09 04:00:00,72.69
2025-01-09 04:30:00,15.65
2025-01-09 05:00:00,31.06
2025-01-09 05:30:00,38.86
2025-01-09 06:00:00,200.0
2025-01-09 06:30:00,500.0
2025-01-09 07:00:00,800.0
2025-01-09 07:30:00,1100.0
2025-01-09 08:00:00,1400.0
2025-01-09 08:30:00,1700.0
2025-01-09 09:00:00,9845.66
2025-01-09 09:30:00,9235.38
2025-01-09 10:00:00,9680.55
2025-01-09 10:30:00,3315.09
2025-01-09 11:00:00,5435.2
2025-01-09 11:30:00,7604.06
2025-01-09 12:00:00,2200.47
2025-01-09 12:30:00,9682.64
2025-01-09 13:00:00,3047.88
2025-01-09 13:30:00,2972.93
2025-01-09 14:00:00,8346.43
2025-01-09 14:30:00,9415.73
2025-01-09 15:00:00,7179.61
2025-01-09 15:30:00,4761.08
2025-01-09 16:00:00,8613.36
2025-01-09 16:30:00,5578.68
2025-01-09 17:00:00,2000.0
2025-01-09 17:30:00,2000.0
2025-01-09 18:00:00,2000.0
2025-01-09 18:30:00,2000.0
2025-01-09 19:00:00,996.79
2025-01-09 19:30:00,1990.98
2025-01-09 20:00:00,208.8
2025-01-09 20:30:00,1216.64
2025-01-09 21:00:00,1215.09
2025-01-09 21:30:00,386.86
2025-01-09 22:00:00,1668.37
2025-01-09 22:30:00,817.63
2025-01-09 23:00:00,1364.39
2025-01-09 23:30:00,336.26
2025-01-10 00:00:00,60.56
2025-01-10 00:30:00,39.09
2025-01-10 01:00:00,12.55
2025-01-10 01:30:00,47.71
2025-01-10 02:00:00,191.57
2025-01-10 02:30:00,168.38
2025-01-10 03:00:00,76.72
2025-01-10 03:30:00,169.92
2025-01-10 04:00:00,119.68
2025-01-10 04:30:00,121.66
2025-01-10 05:00:00,84.01
2025-01-10 05:30:00,132.25
2025-01-10 06:00:00,200.0
2025-01-10 06:30:00,500.0
2025-01-10 07:00:00,800.0
2025-01-10 07:30:00,1100.0
2025-01-10 08:00:00,1400.0
2025-01-10 08:30:00,1700.0
2025-01-10 09:00:00,2654.74
2025-01-10 09:30:00,8674.2
2025-01-10 10:00:00,7432.04
2025-01-10 10:30:00,4472.14
2025-01-10 11:00:00,6762.12
2025-01-10 11:30:00,3563.4
2025-01-10 12:00:00,6058.6
2025-01-10 12:30:00,6418.57
2025-01-10 13:00:00,9329.62
2025-01-10 13:30:00,7019.94
2025-01-10 14:00:00,2773.79
2025-01-10 14:30:00,4610.07
2025-01-10 15:00:00,5748.87
2025-01-10 15:30:00,2182.62
2025-01-10 16:00:00,6332.05
2025-01-10 16:30:00,7583.19
2025-01-10 17:00:00,2000.0
2025-01-10 17:30:00,2000.0
2025-01-10 18:00:00,2000.0
2025-01-10 18:30:00,2000.0
2025-01-10 19:00:00,1296.4
2025-01-10 19:30:00,1985.08
2025-01-10 20:00:00,675.08
2025-01-10 20:30:00,1292.93
2025-01-10 21:00:00,1060.8
2025-01-10 21:30:00,237.77
2025-01-10 22:00:00,386.47
2025-01-10 22:30:00,1727.49
2025-01-10 23:00:00,434.07
2025-01-10 23:30:00,1822.96
2025-01-11 00:00:00,28.27
2025-01-11 00:30:00,16.35
2025-01-11 01:00:00,17.91
2025-01-11 01:30:00,26.33
2025-01-11 02:00:00,10.39
2025-01-11 02:30:00,19.42
2025-01-11 03:00:00,19.1
2025-01-11 03:30:00,7.52
2025-01-11 04:00:00,5.5
2025-01-11 04:30:00,3.0
2025-01-11 05:00:00,10.19
2025-01-11 05:30:00,14.78
2025-01-11 06:00:00,30.0
2025-01-11 06:30:00,75.0
2025-01-11 07:00:00,120.0
2025-01-11 07:30:00,165.0
2025-01-11 08:00:00,210.0
2025-01-11 08:30:00,255.0
2025-01-11 09:00:00,1374.43
2025-01-11 09:30:00,903.57
2025-01-11 10:00:00,1106.64
2025-01-11 10:30:00,1044.39
2025-01-11 11:00:00,471.35
2025-01-11 11:30:00,1400.21
2025-01-11 12:00:00,774.91
2025-01-11 12:30:00,1494.52
2025-01-11 13:00:00,745.67
2025-01-11 13:30:00,1016.66
2025-01-11 14:00:00,962.68
2025-01-11 14:30:00,379.28
2025-01-11 15:00:00,694.48
2025-01-11 15:30:00,1050.26
2025-01-11 16:00:00,959.15
2025-01-11 16:30:00,540.89
2025-01-11 17:00:00,300.0
2025-01-11 17:30:00,300.0
2025-01-11 18:00:00,300.0
2025-01-11 18:30:00,300.0
2025-01-11 19:00:00,35.11
2025-01-11 19:30:00,179.6
2025-01-11 20:00:00,191.37
2025-01-11 20:30:00,58.22
2025-01-11 21:00:00,95.49
2025-01-11 21:30:00,284.28
2025-01-11 22:00:00,244.48
2025-01-11 22:30:00,149.06
2025-01-11 23:00:00,76.16
2025-01-11 23:30:00,30.08
2025-01-12 00:00:00,13.74
2025-01-12 00:30:00,10.42
2025-01-12 01:00:00,8.09
2025-01-12 01:30:00,13.03
2025-01-12 02:00:00,7.03
2025-01-12 02:30:00,6.74
2025-01-12 03:00:00,19.34
2025-01-12 03:30:00,25.23
2025-01-12 04:00:00,3.48
2025-01-12 04:30:00,11.56
2025-01-12 05:00:00,22.18
2025-01-12 05:30:00,25.04
2025-01-12 06:00:00,30.0
2025-01-12 06:30:00,75.0
2025-01-12 07:00:00,120.0
2025-01-12 07:30:00,165.0
2025-01-12 08:00:00,210.0
2025-01-12 08:30:00,255.0
2025-01-12 09:00:00,826.92
2025-01-12 09:30:00,422.6
2025-01-12 10:00:00,1339.0
2025-01-12 10:30:00,991.43
2025-01-12 11:00:00,1216.78
2025-01-12 11:30:00,1295.52
2025-01-12 12:00:00,1361.87
2025-01-12 12:30:00,992.72
2025-01-12 13:00:00,1226.02
2025-01-12 13:30:00,1218.14
2025-01-12 14:00:00,1155.32
2025-01-12 14:30:00,827.06
2025-01-12 15:00:00,727.85
2025-01-12 15:30:00,1226.51
2025-01-12 16:00:00,935.9
2025-01-12 16:30:00,439.63
2025-01-12 17:00:00,300.0
2025-01-12 17:30:00,300.0
2025-01-12 18:00:00,300.0
2025-01-12 18:30:00,300.0
2025-01-12 19:00:00,143.11
2025-01-12 19:30:00,225.25
2025-01-12 20:00:00,255.37
2025-01-12 20:30:00,63.13
2025-01-12 21:00:00,231.38
2025-01-12 21:30:00,282.32
2025-01-12 22:00:00,271.27
2025-01-12 22:30:00,213.49
2025-01-12 23:00:00,255.59
2025-01-12 23:30:00,151.03
2025-01-13 00:00:00,147.5
2025-01-13 00:30:00,141.55
2025-01-13 01:00:00,97.2
2025-01-13 01:30:00,185.71
2025-01-13 02:00:00,58.15
2025-01-13 02:30:00,196.82
2025-01-13 03:00:00,184.07
2025-01-13 03:30:00,95.1
2025-01-13 04:00:00,51.74
2025-01-13 04:30:00,147.59
2025-01-13 05:00:00,172.15
2025-01-13 05:30:00,179.68
2025-01-13 06:00:00,200.0
2025-01-13 06:30:00,500.0
2025-01-13 07:00:00,800.0
2025-01-13 07:30:00,1100.0
2025-01-13 08:00:00,1400.0
2025-01-13 08:30:00,1700.0
2025-01-13 09:00:00,7236.0
2025-01-13 09:30:00,6293.26
2025-01-13 10:00:00,6154.46
2025-01-13 10:30:00,8317.05
2025-01-13 11:00:00,6583.0
2025-01-13 11:30:00,7393.18
2025-01-13 12:00:00,4686.09
2025-01-13 12:30:00,2413.5
2025-01-13 13:00:00,9973.35
2025-01-13 13:30:00,9430.49
2025-01-13 14:00:00,8477.13
2025-01-13 14:30:00,2725.89
2025-01-13 15:00:00,5056.63
2025-01-13 15:30:00,4479.57
2025-01-13 16:00:00,7850.63
2025-01-13 16:30:00,5101.92
2025-01-13 17:00:00,2000.0
2025-01-13 17:30:00,2000.0
2025-01-13 18:00:00,2000.0
2025-01-13 18:30:00,2000.0
2025-01-13 19:00:00,1523.26
2025-01-13 19:30:00,1062.22
2025-01-13 20:00:00,1228.96
2025-01-13 20:30:00,1628.78
2025-01-13 21:00:00,428.34
2025-01-13 21:30:00,399.43
2025-01-13 22:00:00,1026.01
2025-01-13 22:30:00,1681.88
2025-01-13 23:00:00,1679.28
2025-01-13 23:30:00,676.96
2025-01-14 00:00:00,160.02
2025-01-14 00:30:00,66.26
2025-01-14 01:00:00,195.01
2025-01-14 01:30:00,96.56
2025-01-14 02:00:00,32.25
2025-01-14 02:30:00,98.61
2025-01-14 03:00:00,143.36
2025-01-14 03:30:00,152.45
2025-01-14 04:00:00,161.29
2025-01-14 04:30:00,34.28
2025-01-14 05:00:00,81.54
2025-01-14 05:30:00,76.44
2025-01-14 06:00:00,200.0
2025-01-14 06:30:00,500.0
2025-01-14 07:00:00,800.0
2025-01-14 07:30:00,1100.0
2025-01-14 08:00:00,1400.0
2025-01-14 08:30:00,1700.0
2025-01-14 09:00:00,8519.76
2025-01-14 09:30:00,3112.54
2025-01-14 10:00:00,3162.94
2025-01-14 10:30:00,5367.7
2025-01-14 11:00:00,5227.03
2025-01-14 11:30:00,7224.75
2025-01-14 12:00:00,3786.4
2025-01-14 12:30:00,3531.54
2025-01-14 13:00:00,4648.34
2025-01-14 13:30:00,6218.49
2025-01-14 14:00:00,9447.13
2025-01-14 14:30:00,7964.5
2025-01-14 15:00:00,6013.48
2025-01-14 15:30:00,2817.42
2025-01-14 16:00:00,6098.18
2025-01-14 16:30:00,8484.42
2025-01-14 17:00:00,2000.0
2025-01-14 17:30:00,2000.0
2025-01-14 18:00:00,2000.0
2025-01-14 18:30:00,2000.0
2025-01-14 19:00:00,248.15
2025-01-14 19:30:00,267.03
2025-01-14 20:00:00,1544.63
2025-01-14 20:30:00,1544.38
2025-01-14 21:00:00,929.78
2025-01-14 21:30:00,263.17
2025-01-14 22:00:00,1498.12
2025-01-14 22:30:00,820.49
2025-01-14 23:00:00,1539.73
2025-01-14 23:30:00,1316.35
2025-01-15 00:00:00,190.84
2025-01-15 00:30:00,185.67
2025-01-15 01:00:00,195.72
2025-01-15 01:30:00,73.31
2025-01-15 02:00:00,122.83
2025-01-15 02:30:00,63.1
2025-01-15 03:00:00,73.57
2025-01-15 03:30:00,14.6
2025-01-15 04:00:00,196.09
2025-01-15 04:30:00,53.38
2025-01-15 05:00:00,122.26
2025-01-15 05:30:00,158.58
2025-01-15 06:00:00,200.0
2025-01-15 06:30:00,500.0
2025-01-15 07:00:00,800.0
2025-01-15 07:30:00,1100.0
2025-01-15 08:00:00,1400.0
2025-01-15 08:30:00,1700.0
2025-01-15 09:00:00,2473.85
2025-01-15 09:30:00,6218.18
2025-01-15 10:00:00,2598.06
2025-01-15 10:30:00,9449.11
2025-01-15 11:00:00,2419.28
2025-01-15 11:30:00,4523.3
2025-01-15 12:00:00,2263.25
2025-01-15 12:30:00,8206.87
2025-01-15 13:00:00,2559.76
2025-01-15 13:30:00,5993.15
2025-01-15 14:00:00,9908.18
2025-01-15 14:30:00,7282.93
2025-01-15 15:00:00,9170.54
2025-01-15 15:30:00,3007.49
2025-01-15 16:00:00,5535.58
2025-01-15 16:30:00,2514.38
2025-01-15 17:00:00,2000.0
2025-01-15 17:30:00,2000.0
2025-01-15 18:00:00,2000.0
2025-01-15 18:30:00,2000.0
2025-01-15 19:00:00,571.08
2025-01-15 19:30:00,1326.69
2025-01-15 20:00:00,844.28
2025-01-15 20:30:00,1824.07
2025-01-15 21:00:00,900.81
2025-01-15 21:30:00,1886.55
2025-01-15 22:00:00,604.25
2025-01-15 22:30:00,1420.66
2025-01-15 23:00:00,1004.35
2025-01-15 23:30:00,896.12
2025-01-16 00:00:00,47.19
2025-01-16 00:30:00,41.87
2025-01-16 01:00:00,159.62
2025-01-16 01:30:00,100.74
2025-01-16 02:00:00,129.39
2025-01-16 02:30:00,55.84
2025-01-16 03:00:00,119.04
2025-01-16 03:30:00,71.06
2025-01-16 04:00:00,122.53
2025-01-16 04:30:00,195.02
2025-01-16 05:00:00,176.93
2025-01-16 05:30:00,91.99
2025-01-16 06:00:00,200.0
2025-01-16 06:30:00,500.0
2025-01-16 07:00:00,800.0
2025-01-16 07:30:00,1100.0
2025-01-16 08:00:00,1400.0
2025-01-16 08:30:00,1700.0
2025-01-16 09:00:00,6130.01
2025-01-16 09:30:00,5729.67
2025-01-16 10:00:00,3719.94
2025-01-16 10:30:00,5459.15
2025-01-16 11:00:00,3269.56
2025-01-16 11:30:00,6139.13
2025-01-16 12:00:00,5248.16
2025-01-16 12:30:00,6129.84
2025-01-16 13:00:00,7009.2
2025-01-16 13:30:00,7465.78
2025-01-16 14:00:00,7865.01
2025-01-16 14:30:00,5990.65
2025-01-16 15:00:00,4247.08
2025-01-16 15:30:00,8856.74
2025-01-16 16:00:00,8022.1
2025-01-16 16:30:00,5816.87
2025-01-16 17:00:00,2000.0
2025-01-16 17:30:00,2000.0
2025-01-16 18:00:00,2000.0
2025-01-16 18:30:00,2000.0
2025-01-16 19:00:00,450.98
2025-01-16 19:30:00,1287.77
2025-01-16 20:00:00,1415.95
2025-01-16 20:30:00,1925.85
2025-01-16 21:00:00,863.72
2025-01-16 21:30:00,1898.79
2025-01-16 22:00:00,216.7
2025-01-16 22:30:00,1555.73
2025-01-16 23:00:00,274.77
2025-01-16 23:30:00,1271.12
2025-01-17 00:00:00,99.97
2025-01-17 00:30:00,95.88
2025-01-17 01:00:00,112.86
2025-01-17 01:30:00,19.05
2025-01-17 02:00:00,135.48
2025-01-17 02:30:00,135.09
2025-01-17 03:00:00,194.97
2025-01-17 03:30:00,111.13
2025-01-17 04:00:00,174.39
2025-01-17 04:30:00,53.88
2025-01-17 05:00:00,20.7
2025-01-17 05:30:00,94.7
2025-01-17 06:00:00,200.0
2025-01-17 06:30:00,500.0
2025-01-17 07:00:00,800.0
2025-01-17 07:30:00,1100.0
2025-01-17 08:00:00,1400.0
2025-01-17 08:30:00,1700.0
2025-01-17 09:00:00,9215.12
2025-01-17 09:30:00,7744.28
2025-01-17 10:00:00,5476.34
2025-01-17 10:30:00,8116.2
2025-01-17 11:00:00,3367.41
2025-01-17 11:30:00,3079.03
2025-01-17 12:00:00,6475.67
2025-01-17 12:30:00,6047.55
2025-01-17 13:00:00,4157.27
2025-01-17 13:30:00,9171.76
2025-01-17 14:00:00,9894.96
2025-01-17 14:30:00,7580.93
2025-01-17 15:00:00,6452.68
2025-01-17 15:30:00,9908.98
2025-01-17 16:00:00,8824.12
2025-01-17 16:30:00,4437.85
2025-01-17 17:00:00,2000.0
2025-01-17 17:30:00,2000.0
2025-01-17 18:00:00,2000.0
2025-01-17 18:30:00,2000.0
2025-01-17 19:00:00,1873.98
2025-01-17 19:30:00,1253.36
2025-01-17 20:00:00,1011.76
2025-01-17 20:30:00,1594.21
2025-01-17 21:00:00,390.1
2025-01-17 21:30:00,1534.67
2025-01-17 22:00:00,1680.31
2025-01-17 22:30:00,1346.43
2025-01-17 23:00:00,1207.5
2025-01-17 23:30:00,1301.99
2025-01-18 00:00:00,8.17
2025-01-18 00:30:00,12.85
2025-01-18 01:00:00,24.78
2025-01-18 01:30:00,10.23
2025-01-18 02:00:00,3.54
2025-01-18 02:30:00,10.35
2025-01-18 03:00:00,20.96
2025-01-18 03:30:00,24.65
2025-01-18 04:00:00,7.09
2025-01-18 04:30:00,4.65
2025-01-18 05:00:00,16.66
2025-01-18 05:30:00,14.21
2025-01-18 06:00:00,30.0
2025-01-18 06:30:00,75.0
2025-01-18 07:00:00,120.0
2025-01-18 07:30:00,165.0
2025-01-18 08:00:00,210.0
2025-01-18 08:30:00,255.0
2025-01-18 09:00:00,968.99
2025-01-18 09:30:00,1330.72
2025-01-18 10:00:00,1351.53
2025-01-18 10:30:00,951.86
2025-01-18 11:00:00,586.07
2025-01-18 11:30:00,1450.18
2025-01-18 12:00:00,704.42
2025-01-18 12:30:00,709.18
2025-01-18 13:00:00,303.57
2025-01-18 13:30:00,418.29
2025-01-18 14:00:00,1279.83
2025-01-18 14:30:00,1498.96
2025-01-18 15:00:00,692.82
2025-01-18 15:30:00,797.29
2025-01-18 16:00:00,375.52
2025-01-18 16:30:00,883.77
2025-01-18 17:00:00,300.0
2025-01-18 17:30:00,300.0
2025-01-18 18:00:00,300.0
2025-01-18 18:30:00,300.0
2025-01-18 19:00:00,159.02
2025-01-18 19:30:00,161.8
2025-01-18 20:00:00,244.73
2025-01-18 20:30:00,203.23
2025-01-18 21:00:00,124.13
2025-01-18 21:30:00,34.48
2025-01-18 22:00:00,101.23
2025-01-18 22:30:00,146.81
2025-01-18 23:00:00,71.6
2025-01-18 23:30:00,148.29
2025-01-19 00:00:00,26.39
2025-01-19 00:30:00,3.4
2025-01-19 01:00:00,29.09
2025-01-19 01:30:00,28.16
2025-01-19 02:00:00,14.89
2025-01-19 02:30:00,10.46
2025-01-19 03:00:00,23.42
2025-01-19 03:30:00,8.35
2025-01-19 04:00:00,9.44
2025-01-19 04:30:00,22.07
2025-01-19 05:00:00,23.43
2025-01-19 05:30:00,8.15
2025-01-19 06:00:00,30.0
2025-01-19 06:30:00,75.0
2025-01-19 07:00:00,120.0
2025-01-19 07:30:00,165.0
2025-01-19 08:00:00,210.0
2025-01-19 08:30:00,255.0
2025-01-19 09:00:00,1297.01
2025-01-19 09:30:00,970.94
2025-01-19 10:00:00,602.68
2025-01-19 10:30:00,413.19
2025-01-19 11:00:00,781.14
2025-01-19 11:30:00,1220.74
2025-01-19 12:00:00,709.7
2025-01-19 12:30:00,450.35
2025-01-19 13:00:00,1263.26
2025-01-19 13:30:00,305.03
2025-01-19 14:00:00,1469.12
2025-01-19 14:30:00,1112.91
2025-01-19 15:00:00,865.63
2025-01-19 15:30:00,578.03
2025-01-19 16:00:00,335.79
2025-01-19 16:30:00,1007.63
2025-01-19 17:00:00,300.0
2025-01-19 17:30:00,300.0
2025-01-19 18:00:00,300.0
2025-01-19 18:30:00,300.0
2025-01-19 19:00:00,260.06
2025-01-19 19:30:00,33.65
2025-01-19 20:00:00,164.79
2025-01-19 20:30:00,99.44
2025-01-19 21:00:00,161.0
2025-01-19 21:30:00,39.6
2025-01-19 22:00:00,244.18
2025-01-19 22:30:00,187.55
2025-01-19 23:00:00,285.45
2025-01-19 23:30:00,204.88
2025-01-20 00:00:00,141.07
2025-01-20 00:30:00,34.47
2025-01-20 01:00:00,155.39
2025-01-20 01:30:00,165.36
2025-01-20 02:00:00,183.31
2025-01-20 02:30:00,116.79
2025-01-20 03:00:00,146.06
2025-01-20 03:30:00,136.41
2025-01-20 04:00:00,88.45
2025-01-20 04:30:00,117.88
2025-01-20 05:00:00,70.67
2025-01-20 05:30:00,95.94
2025-01-20 06:00:00,200.0
2025-01-20 06:30:00,500.0
2025-01-20 07:00:00,800.0
2025-01-20 07:30:00,1100.0
2025-01-20 08:00:00,1400.0
2025-01-20 08:30:00,1700.0
2025-01-20 09:00:00,8264.2
2025-01-20 09:30:00,3048.47
2025-01-20 10:00:00,7273.84
2025-01-20 10:30:00,9927.5
2025-01-20 11:00:00,2031.64
2025-01-20 11:30:00,7447.95
2025-01-20 12:00:00,2432.81
2025-01-20 12:30:00,8940.32
2025-01-20 13:00:00,6801.44
2025-01-20 13:30:00,3897.87
2025-01-20 14:00:00,5014.77
2025-01-20 14:30:00,6609.81
2025-01-20 15:00:00,7006.51
2025-01-20 15:30:00,9654.94
2025-01-20 16:00:00,4261.08
2025-01-20 16:30:00,7578.98
2025-01-20 17:00:00,2000.0
2025-01-20 17:30:00,2000.0
2025-01-20 18:00:00,2000.0
2025-01-20 18:30:00,2000.0
2025-01-20 19:00:00,1834.41
2025-01-20 19:30:00,1386.16
2025-01-20 20:00:00,1511.44
2025-01-20 20:30:00,1342.06
2025-01-20 21:00:00,1451.22
2025-01-20 21:30:00,688.68
2025-01-20 22:00:00,1984.66
2025-01-20 22:30:00,861.96
2025-01-20 23:00:00,1649.4
2025-01-20 23:30:00,990.09
2025-01-21 00:00:00,12.54
2025-01-21 00:30:00,48.21
2025-01-21 01:00:00,20.26
2025-01-21 01:30:00,11.58
2025-01-21 02:00:00,93.62
2025-01-21 02:30:00,45.85
2025-01-21 03:00:00,80.68
2025-01-21 03:30:00,17.42
2025-01-21 04:00:00,174.51
2025-01-21 04:30:00,199.76
2025-01-21 05:00:00,41.25
2025-01-21 05:30:00,104.64
2025-01-21 06:00:00,200.0
2025-01-21 06:30:00,500.0
2025-01-21 07:00:00,800.0
2025-01-21 07:30:00,1100.0
2025-01-21 08:00:00,1400.0
2025-01-21 08:30:00,1700.0
2025-01-21 09:00:00,7559.46
2025-01-21 09:30:00,4449.76
2025-01-21 10:00:00,7147.01
2025-01-21 10:30:00,7133.48
2025-01-21 11:00:00,8011.7
2025-01-21 11:30:00,4883.16
2025-01-21 12:00:00,3156.37
2025-01-21 12:30:00,9103.74
2025-01-21 13:00:00,5783.89
2025-01-21 13:30:00,2135.95
2025-01-21 14:00:00,7158.81
2025-01-21 14:30:00,7085.34
2025-01-21 15:00:00,2238.89
2025-01-21 15:30:00,4223.09
2025-01-21 16:00:00,2916.67
2025-01-21 16:30:00,2484.61
2025-01-21 17:00:00,2000.0
2025-01-21 17:30:00,2000.0
2025-01-21 18:00:00,2000.0
2025-01-21 18:30:00,2000.0
2025-01-21 19:00:00,664.97
2025-01-21 19:30:00,577.84
2025-01-21 20:00:00,1664.5
2025-01-21 20:30:00,1934.55
2025-01-21 21:00:00,1332.87
2025-01-21 21:30:00,994.5
2025-01-21 22:00:00,646.24
2025-01-21 22:30:00,1891.61
2025-01-21 23:00:00,685.0
2025-01-21 23:30:00,1642.72
2025-01-22 00:00:00,168.64
2025-01-22 00:30:00,115.3
2025-01-22 01:00:00,177.41
2025-01-22 01:30:00,88.91
2025-01-22 02:00:00,152.14
2025-01-22 02:30:00,182.85
2025-01-22 03:00:00,155.82
2025-01-22 03:30:00,58.93
2025-01-22 04:00:00,177.75
2025-01-22 04:30:00,139.42
2025-01-22 05:00:00,143.42
2025-01-22 05:30:00,106.35
2025-01-22 06:00:00,200.0
2025-01-22 06:30:00,500.0
2025-01-22 07:00:00,800.0
2025-01-22 07:30:00,1100.0
2025-01-22 08:00:00,1400.0
2025-01-22 08:30:00,1700.0
2025-01-22 09:00:00,3181.55
2025-01-22 09:30:00,5710.2
2025-01-22 10:00:00,2444.26
2025-01-22 10:30:00,6131.63
2025-01-22 11:00:00,9841.61
2025-01-22 11:30:00,5108.99
2025-01-22 12:00:00,8739.07
2025-01-22 12:30:00,5955.2
2025-01-22 13:00:00,3787.13
2025-01-22 13:30:00,9420.99
2025-01-22 14:00:00,4859.01
2025-01-22 14:30:00,5102.37
2025-01-22 15:00:00,4866.72
